,UM_CODE,UM_NAMEF,global_id,UM_NAMES,UM_TRANS,UM_TYPE,UM_TM,UM_TE,UM_KLADR,Unnamed: 9
1074,019320,1-я Останкинская улица,58482144,1-я Останкинская ул.,Pervaya Ostankinskaya ulicza,001,,0310,77000000000214800,
1075,019330,2-я Останкинская улица,58482145,2-я Останкинская ул.,Vtoraya Ostankinskaya ulicza,001,,0310,77000000000214900,
1076,019360,3-й Останкинский переулок,58482146,3-й Останкинский пер.,Tretij Ostankinskij pereulok,002,,0310,77000000000215200,
1077,019365,6-й Останкинский переулок,58482147,6-й Останкинский пер.,Shestoj Ostankinskij pereulok,002,,0310,77000000000215500,
1078,019370,5-й Останкинский переулок,58482148,5-й Останкинский пер.,Pyaty'j Ostankinskij pereulok,002,,0310,77000000000215400,
1079,019390,Остаповский проезд,58482149,Остаповский пр.,Ostapovskij proezd,003,,0510;0514,77000000000025400,
1080,019395,Остафьевская улица,58482150,Остафьевская ул.,Ostaf`evskaya ulicza,001,,0711,77000000000500800,
1081,019400,Осташковская улица,58482151,Осташковская ул.,Ostashkovskaya ulicza,001,,0303;0307;0314,77000000000215700,
1082,019410,Осташковский проезд,58482153,Осташковский пр.,Ostashkovskij proezd,003,,0307,77000000000215800,
1083,019415,улица Остоженка,58482154,ул. Остоженка,ulicza Ostozhenka,001,,0109,77000000000710800,
1084,019420,улица Островитянова,58482155,ул. Островитянова,ulicza Ostrovityanova,001,,0704;0707;0709,77000000000216000,
1085,019425,Островная улица,58482156,Островная ул.,Ostrovnaya ulicza,001,,0806,77000000000724300,
1086,019426,Островной проезд,58482157,Островной пр.,Ostrovnoj proezd,003,,0806,77000000000724400,
1087,019430,улица Малая Ордынка,58482158,ул. М. Ордынка,ulicza Malaya Ordy'nka,001,,0103,77000000000712700,
1088,019450,Пречистенский переулок,58482159,Пречистенский пер.,Prechistenskij pereulok,002,,0109,77000000000716600,
1089,019460,Большая Остроумовская улица,58482160,Б. Остроумовская ул.,Bol`shaya Ostroumovskaya ulicza,001,,0418,77000000000216300,
1090,019470,Малая Остроумовская улица,58482161,М. Остроумовская ул.,Malaya Ostroumovskaya ulicza,001,,0418,77000000000216400,
1091,019490,улица Острякова,58482162,ул. Острякова,ulicza Ostryakova,001,,0217,77000000000216500,
1092,019500,Большой Козихинский переулок,58482163,Б. Козихинский пер.,Bol`shoj Kozixinskij pereulok,002,,0106,77000000000703800,
1093,019520,Открытое шоссе,58482164,Открытое ш.,Otkry'toe shosse,006,,0403;0410;0415,77000000000216700,
1094,019527,Отрадная улица,58482165,Отрадная ул.,Otradnaya ulicza,001,,0311,77000000000216800,
1095,019530,Отрадный проезд,58482166,Отрадный пр.,Otradny'j proezd,003,,0311,77000000000216900,
1096,019540,Охотничья улица,58482167,Охотничья ул.,Oxotnich`ya ulicza,001,,0418,77000000000217000,
1097,019542,улица Охотный Ряд,58482168,ул. Охотный Ряд,ulicza Oxotny'j Ryad,001,,0108,77000000000061400,
1098,019544,Охтинский проезд,58482169,Охтинский пр.,Oxtinskij proezd,003,,0212,77000000000217200,
1099,019545,Охтинская улица,58482170,Охтинская ул.,Oxtinskaya ulicza,001,,0212,77000000000217100,
1100,019560,Очаковская улица,58482171,Очаковская ул.,Ochakovskaya ulicza,001,,0816,77000000000217400,
1101,019570,Большая Очаковская улица,58482172,Б. Очаковская ул.,Bol`shaya Ochakovskaya ulicza,001,,0820,77000000000217300,
1102,019575,Малая Очаковская улица,58482173,М. Очаковская ул.,Malaya Ochakovskaya ulicza,001,,0820,77000000000343300,
1103,019580,1-й Очаковский переулок,58482174,1-й Очаковский пер.,Pervy'j Ochakovskij pereulok,002,,0820,77000000000217500,
1104,019581,2-й Очаковский переулок,58482175,2-й Очаковский пер.,Vtoroj Ochakovskij pereulok,002,,0820,77000000000217600,
1105,019582,3-й Очаковский переулок,58482176,3-й Очаковский пер.,Tretij Ochakovskij pereulok,002,,0820,77000000000217700,
1106,019583,4-й Очаковский переулок,58482177,4-й Очаковский пер.,Chetvyorty'j Ochakovskij pereulok,002,,0820,77000000000217800,
1107,019584,5-й Очаковский переулок,58482178,5-й Очаковский пер.,Pyaty'j Ochakovskij pereulok,002,,0820,77000000000217900,
1108,019590,Очаковское шоссе,58482179,Очаковское ш.,Ochakovskoe shosse,006,,0820,77000000000218100,
1109,019600,Павелецкая набережная,58482180,Павелецкая наб.,Paveleczkaya naberezhnaya,005,,0609,77000000000218200,
1110,019610,1-й Павелецкий проезд,58482181,1-й Павелецкий пр.,Pervy'j Paveleczkij proezd,003,,0609,77000000000218400,
1111,019620,2-й Павелецкий проезд,58482182,2-й Павелецкий пр.,Vtoroj Paveleczkij proezd,003,,0609,77000000000218500,
1112,019630,3-й Павелецкий проезд,58482183,3-й Павелецкий пр.,Tretij Paveleczkij proezd,003,,0609,77000000000218600,
1113,019640,улица Академика Павлова,58482184,ул. Академика Павлова,ulicza Akademika Pavlova,001,,0807,77000000000218700,
1114,019650,Павловская улица,58482185,Павловская ул.,Pavlovskaya ulicza,001,,0609,77000000000218800,
1115,019660,1-й Павловский переулок,58482186,1-й Павловский пер.,Pervy'j Pavlovskij pereulok,002,,0609,77000000000218900,
1116,019661,2-й Павловский переулок,58482187,2-й Павловский пер.,Vtoroj Pavlovskij pereulok,002,,0609,77000000000219000,
1117,019662,3-й Павловский переулок,58482188,3-й Павловский пер.,Tretij Pavlovskij pereulok,002,,0609,77000000000219100,
1118,019663,1-я Павлоградская улица,58482189,1-я Павлоградская ул.,Pervaya Pavlogradskaya ulicza,001,,0711,77000000000219200,
1119,019664,2-я Павлоградская улица,58482190,2-я Павлоградская ул.,Vtoraya Pavlogradskaya ulicza,001,,0711,77000000000219300,
1120,019665,3-я Павлоградская улица,58482191,3-я Павлоградская ул.,Tret`ya Pavlogradskaya ulicza,001,,0711,77000000000219400,
1121,019666,4-я Павлоградская улица,58482192,4-я Павлоградская ул.,Chetvyortaya Pavlogradskaya ulicza,001,,0711,77000000000219500,
1122,019670,Пакгаузное шоссе,58482193,Пакгаузное ш.,Pakgauznoe shosse,006,,0207,77000000000034800,
1123,019690,Малый Палашёвский переулок,58482194,М. Палашёвский пер.,Maly'j Palashyovskij pereulok,002,,0108,77000000000219600,
1124,019700,Палехская улица,58482195,Палехская ул.,Palexskaya ulicza,001,,0317,77000000000219700,
1125,019720,улица Палиха,58482196,ул. Палиха,ulicza Palixa,001,,0108,77000000000057600,
1126,019730,Палочный переулок,58482197,Палочный пер.,Palochny'j pereulok,002,,0415,77000000000376100,
1127,019735,улица Улофа Пальме,58482198,ул. Улофа Пальме,ulicza Ulofa Pal`me,001,,0815,77000000000219900,
1128,019750,Панкратьевский переулок,58482199,Панкратьевский пер.,Pankrat`evskij pereulok,002,,0104,77000000000067300,
1129,019755,Пантелеевский переулок,58482200,Пантелеевский пер.,Panteleevskij pereulok,002,,0105,77000000000376200,
1130,019760,Пантелеевская улица,58482201,Пантелеевская ул.,Panteleevskaya ulicza,001,,0104;0105,77000000000067400,
1131,019765,Панфиловский проспект,58482202,Панфиловский просп.,Panfilovskij prospekt,010,,1005;1009;1011;1012,77000002000220500,
1132,019770,улица Панфёрова,58482203,ул. Панфёрова,ulicza Panfyorova,001,,0702;0706,77000000000220100,
1133,019780,улица Панфилова,58482204,ул. Панфилова,ulicza Panfilova,001,,0214,77000000000220200,
1134,019781,улица Панфилова,58482205,ул. Панфилова,ulicza Panfilova,001,,1011,77000002000220300,
1135,019790,Панфиловский переулок,58482206,Панфиловский пер.,Panfilovskij pereulok,002,,0101,77000000000220400,
1136,019805,улица Папанина,58482207,ул. Папанина,ulicza Papanina,001,,0711,77000000000220600,
1137,019810,улица Паперника,58482208,ул. Паперника,ulicza Papernika,001,,0513,77000000000001800,
1138,019820,Парковая улица,58482209,Парковая ул.,Parkovaya ulicza,001,,0811,77000000000222300,
1139,019822,Парковая улица,58482210,Парковая ул.,Parkovaya ulicza,001,,0902,77000000000743200,
1140,019830,1-я Парковая улица,58482211,1-я Парковая ул.,Pervaya Parkovaya ulicza,001,,0408,77000000000220700,
1141,019840,2-я Парковая улица,58482212,2-я Парковая ул.,Vtoraya Parkovaya ulicza,001,,0408,77000000000221500,
1142,019850,3-я Парковая улица,58482213,3-я Парковая ул.,Tret`ya Parkovaya ulicza,001,,0408;0416,77000000000221600,
1143,019860,4-я Парковая улица,58482214,4-я Парковая ул.,Chetvyortaya Parkovaya ulicza,001,,0408,77000000000221700,
1144,019870,5-я Парковая улица,58482215,5-я Парковая ул.,Pyataya Parkovaya ulicza,001,,0408;0416,77000000000221800,
1145,019880,6-я Парковая улица,58482216,6-я Парковая ул.,Shestaya Parkovaya ulicza,001,,0408,77000000000221900,
1146,019890,7-я Парковая улица,58482217,7-я Парковая ул.,Sed`maya Parkovaya ulicza,001,,0408;0416,77000000000222000,
1147,019900,8-я Парковая улица,58482218,8-я Парковая ул.,Vos`maya Parkovaya ulicza,001,,0408,77000000000222100,
1148,019910,9-я Парковая улица,58482219,9-я Парковая ул.,Devyataya Parkovaya ulicza,001,,0405;0408;0416,77000000000222200,
1149,019920,10-я Парковая улица,58482220,10-я Парковая ул.,Desyataya Parkovaya ulicza,001,,0408,77000000000220800,
1150,019930,11-я Парковая улица,58482221,11-я Парковая ул.,Odinnadczataya Parkovaya ulicza,001,,0405;0408;0416,77000000000220900,
1151,019940,12-я Парковая улица,58482222,12-я Парковая ул.,Dvenadczataya Parkovaya ulicza,001,,0405,77000000000221000,
1152,019950,13-я Парковая улица,58482223,13-я Парковая ул.,Trinadczataya Parkovaya ulicza,001,,0405;0416,77000000000221100,
1153,019960,14-я Парковая улица,58482224,14-я Парковая ул.,Chety'rnadczataya Parkovaya ulicza,001,,0405,77000000000221200,
1154,019970,15-я Парковая улица,58482225,15-я Парковая ул.,Pyatnadczataya Parkovaya ulicza,001,,0405;0416,77000000000221300,
1155,019980,16-я Парковая улица,58482226,16-я Парковая ул.,Shestnadczataya Parkovaya ulicza,001,,0405;0416,77000000000221400,
1156,020000,Паромная улица,58482227,Паромная ул.,Paromnaya ulicza,001,,0608,77000000000051500,
1157,020020,Партизанская улица,58482228,Партизанская ул.,Partizanskaya ulicza,001,,0807,77000000000222500,
1158,020030,Партийный переулок,58482229,Партийный пер.,Partijny'j pereulok,002,,0609,77000000000222600,
1159,020040,Парусный проезд,58482230,Парусный пр.,Parusny'j proezd,003,,0908,77000000000222700,
1160,020060,улица Паршина,58482231,ул. Паршина,ulicza Parshina,001,,0906,77000000000222800,
1161,020070,Пасечная улица,58482232,Пасечная ул.,Pasechnaya ulicza,001,,0215,77000000000222900,
1162,020073,улица Потылиха,58482233,ул. Потылиха,ulicza Poty'lixa,001,,0805,77000000000378600,
1163,020075,улица Паустовского,58482234,ул. Паустовского,ulicza Paustovskogo,001,,0712,77000000000223100,
1164,020090,Педагогическая улица,58482235,Педагогическая ул.,Pedagogicheskaya ulicza,001,,0606,77000000000051600,
1165,020100,Пекуновский тупик,58482236,Пекуновский туп.,Pekunovskij tupik,007,,0510,77000000000025500,
1166,020105,"улица Мичуринский Проспект, Олимпийская Деревня",58482237,"ул. Мичуринский Проспект, Олимпийская Деревня","ulicza Michurinskij Prospekt, Olimpijskaya Derevnya",001,,0817,77000000000710600,
1167,020106,1-й Пенягинский проезд,58482238,1-й Пенягинский пр.,Pervy'j Penyaginskij proezd,003,,0902,77000000000223500,
1168,020107,2-й Пенягинский проезд,58482239,2-й Пенягинский пр.,Vtoroj Penyaginskij proezd,003,,0902,77000000000223600,
1169,020112,Пенягинская улица,58482240,Пенягинская ул.,Penyaginskaya ulicza,001,,0902,77000000000427600,
1170,020115,улица 1 Мая,58482241,ул. 1 Мая,ulicza Pervogo Maya,001,,1005,77000002000223700,
1171,020120,аллея Первой Маёвки,58482242,аллея Первой Маёвки,alleya Pervoj Mayovki,009,,0404,77000000000291700,
1172,020125,Первомайская аллея,58482243,Первомайская аллея,Pervomajskaya alleya,009,,0408,77000000000706100,
1173,020130,Первомайская улица,58482244,Первомайская ул.,Pervomajskaya ulicza,001,,0405;0408,77000000000224200,
1174,020140,Первомайская улица,58482245,Первомайская ул.,Pervomajskaya ulicza,001,,0813,77000000033224300,
1175,020147,Первомайская улица,58482246,Первомайская ул.,Pervomajskaya ulicza,001,,1005,77000002000454600,
1176,020150,Верхняя Первомайская улица,58482247,Верх. Первомайская ул.,Verxnyaya Pervomajskaya ulicza,001,,0405;0408,77000000000223800,
1177,020160,Нижняя Первомайская улица,58482248,Нижн. Первомайская ул.,Nizhnyaya Pervomajskaya ulicza,001,,0405;0408,77000000000224000,
1178,020170,Средняя Первомайская улица,58482249,Ср. Первомайская ул.,Srednyaya Pervomajskaya ulicza,001,,0405;0408,77000000000224100,
1179,020175,Первомайский проезд,58482250,Первомайский пр.,Pervomajskij proezd,003,,0405,77000000000418900,
1180,020180,Новая Переведеновская улица,58482251,Н. Переведеновская ул.,Novaya Perevedenovskaya ulicza,001,,0102;0104,77000000000708400,
1181,020190,Переведеновский переулок,58482252,Переведеновский пер.,Perevedenovskij pereulok,002,,0102,77000000000224400,
1182,020220,Перекопская улица,58482253,Перекопская ул.,Perekopskaya ulicza,001,,0703;0710,77000000000224700,
1183,020230,улица Перерва,58482254,ул. Перерва,ulicza Pererva,001,,0509;0508,77000000000715200,
1184,020231,Перервинский бульвар,58482255,Перервинский бульв.,Perervinskij bul`var,008,,0509,77000000000434700,
1185,020235,Пересветов переулок,58482256,Пересветов пер.,Peresvetov pereulok,002,,0609,77000000000224800,
1186,020240,Большая Переяславская улица,58482257,Б. Переяславская ул.,Bol`shaya Pereyaslavskaya ulicza,001,,0105,77000000000224900,
1187,020250,Малая Переяславская улица,58482258,М. Переяславская ул.,Malaya Pereyaslavskaya ulicza,001,,0105,77000000000225000,
1188,020260,Средняя Переяславская улица,58482259,Ср. Переяславская ул.,Srednyaya Pereyaslavskaya ulicza,001,,0105,77000000000225100,
1189,020270,Переяславский переулок,58482260,Переяславский пер.,Pereyaslavskij pereulok,002,,0105,77000000000225200,
1190,020285,Пермская улица,58482261,Пермская ул.,Permskaya ulicza,001,,0403;0410,77000000000225300,
1191,020308,1-й проезд Перова Поля,58482262,1-й пр. Перова Поля,Pervy'j proezd Perova Polya,003,,0413,77000000000042700,
1192,020309,2-й проезд Перова Поля,58482263,2-й пр. Перова Поля,Vtoroj proezd Perova Polya,003,,0413,77000000000042800,
1193,020310,3-й проезд Перова Поля,58482264,3-й пр. Перова Поля,Tretij proezd Perova Polya,003,,0413,77000000000042900,
1194,020311,4-й проезд Перова Поля,58482265,4-й пр. Перова Поля,Chetvyorty'j proezd Perova Polya,003,,0413,77000000000395500,
1195,020320,Перовская улица,58482266,Перовская ул.,Perovskaya ulicza,001,,0411;0413,77000000000043000,
1196,020330,Перовский проезд,58482267,Перовский пр.,Perovskij proezd,003,,0507;0510,77000000000030500,
1197,020340,Перовское шоссе,58482268,Перовское ш.,Perovskoe shosse,006,,0413;0510,77000000000002900,
1198,020350,Перуновский переулок,58482269,Перуновский пер.,Perunovskij pereulok,002,,0108;0309,77000000000057700,
1199,020355,Песочная аллея,58482270,Песочная аллея,Pesochnaya alleya,009,,0418,77000000000376500,
1200,020360,Песочный переулок,58482271,Песочный пер.,Pesochny'j pereulok,002,,0418,77000000000225400,
1201,020365,улица Пестеля,58482272,ул. Пестеля,ulicza Pestelya,001,,0311,77000000000225500,
1202,020370,Пестовский переулок,58482273,Пестовский пер.,Pestovskij pereulok,002,,0107,77000000000225600,
1203,020380,Песчаная площадь,58482274,Песчаная пл.,Peschanaya ploshhad`,004,,0214,77000000000225900,
1204,020390,Песчаная улица,58482275,Песчаная ул.,Peschanaya ulicza,001,,0214,77000000000226000,
1205,020410,3-я Песчаная улица,58482276,3-я Песчаная ул.,Tret`ya Peschanaya ulicza,001,,0214;0217,77000000000225800,
1206,020425,улица Песчаный Карьер,58482277,ул. Песчаный Карьер,ulicza Peschany'j Kar`er,001,,0511,77000000000341100,
1207,020430,Песчаный переулок,58482278,Песчаный пер.,Peschany'j pereulok,002,,0214,77000000000714400,
1208,020440,Малый Песчаный переулок,58482279,М. Песчаный пер.,Maly'j Peschany'j pereulok,002,,0214,77000000000226200,
1209,020445,площадь Академика Петрова,58482280,пл. Академика Петрова,ploshhad` Akademika Petrova,004,,0807,77000000000226400,
1210,020450,Петроверигский переулок,58482281,Петроверигский пер.,Petroverigskij pereulok,002,,0102,77000000000226500,
1211,020460,улица Петровка,58482282,ул. Петровка,ulicza Petrovka,001,,0108,77000000000057800,
1212,020475,улица Академика Петровского,58482283,ул. Академика Петровского,ulicza Akademika Petrovskogo,001,,0110;0610,77000000000227000,
1213,020480,площадь Петровские Ворота,58482284,пл. Петровские Ворота,ploshhad` Petrovskie Vorota,004,,0108,77000000000058100,
1214,020490,улица Петровские Линии,58482285,ул. Петровские Линии,ulicza Petrovskie Linii,001,,0108,77000000000057900,
1215,020500,Петровский бульвар,58482286,Петровский бульв.,Petrovskij bul`var,008,,0108,77000000000058000,
1216,020510,Петровско-Разумовская аллея,58482287,Петровско-Разумовская аллея,Petrovsko-Razumovskaya alleya,009,,0201,77000000000226700,
1217,020520,Петровско-Разумовский проезд,58482288,Петровско-Разумовский пр.,Petrovsko-Razumovskij proezd,003,,0213,77000000000226900,
1218,020530,Старый Петровско-Разумовский проезд,58482289,Ст. Петровско-Разумовский пр.,Stary'j Petrovsko-Razumovskij proezd,003,,0201;0213,77000000000226800,
1219,020540,Петрозаводская улица,58482290,Петрозаводская ул.,Petrozavodskaya ulicza,001,,0216,77000000000227100,
1220,020550,Петропавловский переулок,58482291,Петропавловский пер.,Petropavlovskij pereulok,002,,0107,77000000000227200,
1221,020560,улица Василия Петушкова,58482292,ул. Василия Петушкова,ulicza Vasiliya Petushkova,001,,0908,77000000000719900,
1222,020565,Пехорская улица,58482293,Пехорская ул.,Pexorskaya ulicza,001,,0409,77000000000043100,
1223,020580,Пехотная улица,58482294,Пехотная ул.,Pexotnaya ulicza,001,,0907,77000000000227300,
1224,020590,1-й Пехотный переулок,58482295,1-й Пехотный пер.,Pervy'j Pexotny'j pereulok,002,,0907,77000000000227400,
1225,020600,2-й Пехотный переулок,58482296,2-й Пехотный пер.,Vtoroj Pexotny'j pereulok,002,,0907,77000000000227500,
1226,020610,Печатников переулок,58482297,Печатников пер.,Pechatnikov pereulok,002,,0105,77000000000227600,
1227,020630,Печорская улица,58482298,Печорская ул.,Pechorskaya ulicza,001,,0303,77000000000720300,
1228,020640,улица Пивченкова,58482299,ул. Пивченкова,ulicza Pivchenkova,001,,0819,77000000000227800,
1229,020645,улица Вильгельма Пика,58482300,ул. Вильгельма Пика,ulicza Vil`gel`ma Pika,001,,0310;0312,77000000000096600,
1230,020650,Пилотская улица,58482301,Пилотская ул.,Pilotskaya ulicza,001,,0813,77000000000227900,
1231,020651,улица Академика Пилюгина,58482302,ул. Академика Пилюгина,ulicza Akademika Pilyugina,001,,0706;0707,77000000000228000,
1232,020660,Пименовский тупик,58482303,Пименовский туп.,Pimenovskij tupik,007,,0108,77000000000058200,
1233,020682,Пинский проезд,58482304,Пинский пр.,Pinskij proezd,003,,0819,77000000000228100,
1234,020705,Пионерская улица,58482305,Пионерская ул.,Pionerskaya ulicza,001,,0813,77000000033391800,
1235,020710,Большая Пионерская улица,58482306,Б. Пионерская ул.,Bol`shaya Pionerskaya ulicza,001,,0103,77000000000228200,
1236,020720,Малая Пионерская улица,58482307,М. Пионерская ул.,Malaya Pionerskaya ulicza,001,,0103,77000000000228300,
1237,020730,Малый Патриарший переулок,58482308,М. Патриарший пер.,Maly'j Patriarshij pereulok,002,,0106,77000000000703900,
1238,020740,Большая Пироговская улица,58482309,Б. Пироговская ул.,Bol`shaya Pirogovskaya ulicza,001,,0109,77000000000228600,
1239,020750,Малая Пироговская улица,58482310,М. Пироговская ул.,Malaya Pirogovskaya ulicza,001,,0109,77000000000228700,
1240,020770,Борисоглебский переулок,58482311,Борисоглебский пер.,Borisoglebskij pereulok,002,,0101,77000000000704000,
1241,020780,Писцовая улица,58482312,Писцовая ул.,Pisczovaya ulicza,001,,0213,77000000000228900,
1242,020789,Плавский проезд,58482313,Плавский пр.,Plavskij proezd,003,,0711,77000000000451000,
1243,020790,Планерная улица,58482314,Планерная ул.,Planernaya ulicza,001,,0904,77000000000229000,
1244,020800,Планетная улица,58482315,Планетная ул.,Planetnaya ulicza,001,,0201,77000000000229100,
1245,020810,Платовская улица,58482316,Платовская ул.,Platovskaya ulicza,001,,0805,77000000000229200,
1246,020820,Плетешковский переулок,58482317,Плетешковский пер.,Pleteshkovskij pereulok,002,,0102,77000000000229400,
1247,020830,улица Плеханова,58482318,ул. Плеханова,ulicza Plexanova,001,,0413,77000000000043200,
1248,020845,улица Плещеева,58482319,ул. Плещеева,ulicza Pleshheeva,001,,0304,77000000000229500,
1249,020850,Плотинная улица,58482320,Плотинная ул.,Plotinnaya ulicza,001,,0813,77000000000229600,
1250,020860,Плотников переулок,58482321,Плотников пер.,Plotnikov pereulok,002,,0101;0109,77000000000229700,
1251,020870,улица Плющева,58482322,ул. Плющева,ulicza Plyushheva,001,,0413,77000000000043400,
1252,020880,улица Плющиха,58482323,ул. Плющиха,ulicza Plyushhixa,001,,0109,77000000000229800,
1253,020895,площадь Победы,58482324,пл. Победы,ploshhad` Pobedy',004,,0805,77000000000229900,
1254,020900,Погодинская улица,58482325,Погодинская ул.,Pogodinskaya ulicza,001,,0109,77000000000230100,
1255,020910,Погонный проезд,58482326,Погонный пр.,Pogonny'j proezd,003,,0403,77000000000230200,
1256,020920,Погорельский переулок,58482327,Погорельский пер.,Pogorel`skij pereulok,002,,0110,77000000000230300,
1257,020930,Ивантеевская улица,58482328,Ивантеевская ул.,Ivanteevskaya ulicza,001,,0403,77000000000704100,
1258,020940,1-й проезд Подбельского,58482329,1-й пр. Подбельского,Pervy'j proezd Podbel`skogo,003,,0403,77000000000230400,
1259,020960,3-й проезд Подбельского,58482330,3-й пр. Подбельского,Tretij proezd Podbel`skogo,003,,0403,77000000000230600,
1260,020970,4-й проезд Подбельского,58482331,4-й пр. Подбельского,Chetvyorty'j proezd Podbel`skogo,003,,0403,77000000000230700,
1261,020980,5-й проезд Подбельского,58482332,5-й пр. Подбельского,Pyaty'j proezd Podbel`skogo,003,,0403,77000000000230800,
1262,020990,6-й проезд Подбельского,58482333,6-й пр. Подбельского,Shestoj proezd Podbel`skogo,003,,0403,77000000000230900,
1263,020997,7-й проезд Подбельского,58482334,7-й пр. Подбельского,Sed`moj proezd Podbel`skogo,003,,0403,77000000000376800,
1264,021000,улица Подвойского,58482335,ул. Подвойского,ulicza Podvojskogo,001,,0106,77000000000231100,
1265,021010,Подгорская набережная,58482336,Подгорская наб.,Podgorskaya naberezhnaya,005,,0107,77000000000341300,
1266,021020,Подколокольный переулок,58482337,Подколокольный пер.,Podkolokol`ny'j pereulok,002,,0102;0107,77000000000231200,
1267,021030,Подкопаевский переулок,58482338,Подкопаевский пер.,Podkopaevskij pereulok,002,,0102,77000000000231300,
1268,021040,Подмосковная улица,58482339,Подмосковная ул.,Podmoskovnaya ulicza,001,,0903,77000000000231400,
1269,021041,1-й Подольский переулок,58482340,1-й Подольский пер.,Pervy'j Podol`skij pereulok,002,,0609,77000000000341400,
1270,021045,Подольская улица,58482341,Подольская ул.,Podol`skaya ulicza,001,,0509,77000000000020600,
1271,021046,Подольское шоссе,58482342,Подольское ш.,Podol`skoe shosse,006,,0609,77000000000376900,
1272,021047,1-я Подрезковская улица,58482343,1-я Подрезковская ул.,Pervaya Podrezkovskaya ulicza,001,,0212,77000000000231600,
1273,021048,2-я Подрезковская улица,58482344,2-я Подрезковская ул.,Vtoraya Podrezkovskaya ulicza,001,,0212,77000000000231700,
1274,021049,3-я Подрезковская улица,58482345,3-я Подрезковская ул.,Tret`ya Podrezkovskaya ulicza,001,,0212,77000000000231800,
1275,021080,Подсосенский переулок,58482346,Подсосенский пер.,Podsosenskij pereulok,002,,0102,77000000000231900,
1276,021090,Подушкинский переулок,58482347,Подушкинский пер.,Podushkinskij pereulok,002,,0304,77000000000783000,
1277,021100,Подъёмная улица,58482348,Подъёмная ул.,Pod``yomnaya ulicza,001,,0510,77000000000030300,
1278,021110,Подъёмный переулок,58482349,Подъёмный пер.,Pod``yomny'j pereulok,002,,0510,77000000000030400,
1279,021119,Поклонная улица,58482350,Поклонная ул.,Poklonnaya ulicza,001,,0805,77000000000232200,
1280,021200,площадь Покровские Ворота,58482351,пл. Покровские Ворота,ploshhad` Pokrovskie Vorota,004,,0102,77000000000377400,
1281,021220,Покровский бульвар,58482352,Покровский бульв.,Pokrovskij bul`var,008,,0102,77000000000232400,
1282,021225,Покровская улица,58482353,Покровская ул.,Pokrovskaya ulicza,001,,0512,77000000000745300,
1283,021232,2-я Покровская улица,58482354,2-я Покровская ул.,Vtoraya Pokrovskaya ulicza,001,,0621,77000000000377300,
1284,021240,улица Покрышкина,58482355,ул. Покрышкина,ulicza Pokry'shkina,001,,0817,77000000000232500,
1285,021280,улица Лётчика Полагушина,58482356,ул. Лётчика Полагушина,ulicza Lyotchika Polagushina,001,,1009;1011,77000002000457500,
1286,021290,улица Полбина,58482357,ул. Полбина,ulicza Polbina,001,,0511,77000000000020700,
1287,021297,Полевой переулок,58482358,Полевой пер.,Polevoj pereulok,002,,0813,77000000000233000,
1288,021299,Полевая улица,58482359,Полевая ул.,Polevaya ulicza,001,,0813,77000000033392000,
1289,021301,Полевая улица,58482360,Полевая ул.,Polevaya ulicza,001,,0711,77000000000232700,
1290,021310,1-й Полевой переулок,58482361,1-й Полевой пер.,Pervy'j Polevoj pereulok,002,,0418,77000000000341600,
1291,021311,2-й Полевой переулок,58482362,2-й Полевой пер.,Vtoroj Polevoj pereulok,002,,0418,77000000000232900,
1292,021313,4-й Полевой переулок,58482363,4-й Полевой пер.,Chetvyorty'j Polevoj pereulok,002,,0418,77000000000341700,
1293,021350,улица Поленова,58482364,ул. Поленова,ulicza Polenova,001,,0214,77000000000233100,
1294,021360,Полесский проезд,58482365,Полесский пр.,Polesskij proezd,003,,0903,77000000000233200,
1295,021370,улица Фёдора Полетаева,58482366,ул. Фёдора Полетаева,ulicza Fyodora Poletaeva,001,,0506;0513,77000000000003000,
1296,021380,улица Марии Поливановой,58482367,ул. Марии Поливановой,ulicza Marii Polivanovoj,001,,0820,77000000000336400,
1297,021400,улица Поликарпова,58482368,ул. Поликарпова,ulicza Polikarpova,001,,0202;0217,77000000000233300,
1298,021410,Полимерная улица,58482369,Полимерная ул.,Polimernaya ulicza,001,,0411,77000000000043500,
1299,021420,Политехнический проезд,58482370,Политехнический пр.,Politexnicheskij proezd,003,,0108,77000000000233400,
1300,021430,Полковая улица,58482371,Полковая ул.,Polkovaya ulicza,001,,0309,77000000000378300,
1301,021440,улица Полосухина,58482372,ул. Полосухина,ulicza Polosuxina,001,,0819,77000000000233500,
1302,021450,Полоцкая улица,58482373,Полоцкая ул.,Poloczkaya ulicza,001,,0807,77000000000233600,
1303,021460,Полтавская улица,58482374,Полтавская ул.,Poltavskaya ulicza,001,,0213,77000000000233700,
1304,021465,улица Маршала Полубоярова,58482375,ул. Маршала Полубоярова,ulicza Marshala Poluboyarova,001,,0504,77000000000419000,
1305,021470,Полуярославская набережная,58482376,Полуярославская наб.,Poluyaroslavskaya naberezhnaya,005,,0107,77000000000378400,
1306,021480,Большой Полуярославский переулок,58482377,Б. Полуярославский пер.,Bol`shoj Poluyaroslavskij pereulok,002,,0102;0107,77000000000233800,
1307,021490,Малый Полуярославский переулок,58482378,М. Полуярославский пер.,Maly'j Poluyaroslavskij pereulok,002,,0107,77000000000378500,
